# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Nov 11 2024 at 13:32:44+0100
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.11-12.32.42-5424
# Run ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.11-12.32.42-5424
#
# ADMBASE::alp (admbase-lapse)
# 1:iteration 2:time 3:data
# data columns: 3:alp
0 0 0.66986122441249
512 0.5 0.669863193281614
1024 1 0.669874499150091
1536 1.5 0.66990112550316
2048 2 0.669937581702583
2560 2.5 0.669972307114521
3072 3 0.669996583588839
3584 3.5 0.67001005047856
4096 4 0.670018935268308
4608 4.5 0.670030019296396
5120 5 0.670044677008193
5632 5.5 0.67005755073082
6144 6 0.670060761816743
6656 6.5 0.670050126636715
7168 7 0.670028642535845
7680 7.5 0.670005503254325
8192 8 0.669992498445537
8704 8.5 0.669999416727643
9216 9 0.67002760191385
9728 9.5 0.670063180154739
10240 10 0.670078973092958
10752 10.5 0.6700529599118
11264 11 0.669991785243374
11776 11.5 0.669930814809211
12288 12 0.669901100549983
12800 12.5 0.669897441585296
13312 13 0.669889414088142
13824 13.5 0.669864351434977
14336 14 0.669846442255594
14848 14.5 0.669869990952711
15360 15 0.669951212289283
15872 15.5 0.670098688893841
16384 16 0.670334186208708
16896 16.5 0.670675060506684
17408 17 0.671093081463194
17920 17.5 0.671510968002943
18432 18 0.671852522999912
18944 18.5 0.672093371458907
19456 19 0.67226425423498
19968 19.5 0.672417591642923
20480 20 0.672593721875188
20992 20.5 0.672800712593906
21504 21 0.673006400741878
22016 21.5 0.673151854969136
22528 22 0.673192602260215
23040 22.5 0.673142036726398
23552 23 0.673072515083059
24064 23.5 0.673060887711561
24576 24 0.673121831832255
25088 24.5 0.673193692239123
25600 25 0.673197962455384
26112 25.5 0.673120031810834
26624 26 0.673029329922269
27136 26.5 0.673012791954521
27648 27 0.673087180010646
28160 27.5 0.673182433469776
28672 28 0.673214247968244
29184 28.5 0.673169263947222
29696 29 0.673115603096543
30208 29.5 0.673132432849189
30720 30 0.673232424392747
31232 30.5 0.673351709000819
31744 31 0.673414189876997
32256 31.5 0.673407747894648
32768 32 0.673397217381913
33280 32.5 0.673457309116359
33792 33 0.673591717441695
34304 33.5 0.673727402547463
34816 34 0.673795934175567
35328 34.5 0.673811282337825
35840 35 0.673850794910054
36352 35.5 0.67396075929491
36864 36 0.674102775406711
37376 36.5 0.674206673649127
37888 37 0.674259221331229
38400 37.5 0.674313267500181
38912 38 0.674410683184236
39424 38.5 0.674527844684682
39936 39 0.67461582925422
40448 39.5 0.674672007399185
40960 40 0.674738550713502
41472 40.5 0.674834036032157
41984 41 0.67492297371301
42496 41.5 0.674969431788318
43008 42 0.674994002009303
43520 42.5 0.675048003271303
44032 43 0.675141804794584
44544 43.5 0.675231164090433
45056 44 0.67527927441976
45568 44.5 0.675303644294243
46080 45 0.675344115772522
46592 45.5 0.675404645335232
47104 46 0.675453780283397
47616 46.5 0.675476694481817
48128 47 0.675497593990221
48640 47.5 0.675541243583546
49152 48 0.675594235795617
49664 48.5 0.675623292550347
50176 49 0.675621532078887
50688 49.5 0.675615962795724
51200 50 0.675629967472518
51712 50.5 0.675656655363395
52224 51 0.67567522915454
52736 51.5 0.675679137979404
53248 52 0.67567672845518
53760 52.5 0.675672782230452
54272 53 0.675663701316773
54784 53.5 0.675649872389751
55296 54 0.675640205235768
55808 54.5 0.675639734336983
56320 55 0.675640488114826
56832 55.5 0.675630891865711
57344 56 0.675610370101214
57856 56.5 0.675588985034266
58368 57 0.675574566519174
58880 57.5 0.67556560249163
59392 58 0.675556557533826
59904 58.5 0.675545065044101
60416 59 0.675532071871831
60928 59.5 0.675518445745844
61440 60 0.675504259695075
61952 60.5 0.675490040660705
62464 61 0.67547668250755
62976 61.5 0.675464425417592
63488 62 0.675452439162167
64000 62.5 0.675438516616516
64512 63 0.675419436509706
65024 63.5 0.675394195780119
65536 64 0.675367766691792
66048 64.5 0.675348288924929
66560 65 0.675337385069585
67072 65.5 0.67532534304261
67584 66 0.675300387077061
68096 66.5 0.675262984257875
68608 67 0.675226816616094
69120 67.5 0.675203308558518
69632 68 0.675187903940038
70144 68.5 0.675165259773158
70656 69 0.675127586418259
71168 69.5 0.675083997350502
71680 70 0.675049311149182
72192 70.5 0.675025929279994
72704 71 0.675001523733061
73216 71.5 0.674965731306311
73728 72 0.674924090513041
74240 72.5 0.674890231385431
74752 73 0.674866580489243
75264 73.5 0.674840467236812
75776 74 0.674801687415647
76288 74.5 0.674757122548501
76800 75 0.674721625190828
77312 75.5 0.674697743003955
77824 76 0.674672377779898
78336 76.5 0.674634502110088
78848 77 0.674589456207665
79360 77.5 0.674551493777749
79872 78 0.674525960675749
80384 78.5 0.67450415725966
80896 79 0.674474965410708
81408 79.5 0.674436619391839
81920 80 0.674395667607065
82432 80.5 0.674358372688602
82944 81 0.674326381806116
83456 81.5 0.67429847987214
83968 82 0.674272043544254
84480 82.5 0.674242656847816
84992 83 0.674206701808515
85504 83.5 0.674166656532693
86016 84 0.674130753172431
86528 84.5 0.674103914411751
87040 85 0.6740806074516
87552 85.5 0.67405057735558
88064 86 0.674011442500714
88576 86.5 0.673971653490698
89088 87 0.673939830385717
89600 87.5 0.673914697882202
90112 88 0.673887931772462
90624 88.5 0.673854392285732
91136 89 0.673816454502328
91648 89.5 0.673779597017171
92160 90 0.673746939644013
92672 90.5 0.673717835259279
93184 91 0.673688905315002
93696 91.5 0.673656012508184
94208 92 0.67361773706985
94720 92.5 0.67357782584534
95232 93 0.673542061705921
95744 93.5 0.673511492875884
96256 94 0.673480701045924
96768 94.5 0.67344440557419
97280 95 0.673404013852192
97792 95.5 0.673365248671309
98304 96 0.673330425228596
98816 96.5 0.673296202848934
99328 97 0.673259159604343
99840 97.5 0.673220384453309
100352 98 0.673182800540503
100864 98.5 0.673146254197157
101376 99 0.673108100123334
101888 99.5 0.673067917759824
102400 100 0.67302869519075
102912 100.5 0.672992513770451
103424 101 0.672957167717205
103936 101.5 0.672918754772317
104448 102 0.672876739543915
104960 102.5 0.672834755577095
105472 103 0.672796295341031
105984 103.5 0.672760773859995
106496 104 0.672724412014049
107008 104.5 0.672684454814789
107520 105 0.672641898281793
108032 105.5 0.672600126242503
108544 106 0.672561342705483
109056 106.5 0.672524623211406
109568 107 0.672487232501293
110080 107.5 0.672447333963138
110592 108 0.672405308897917
111104 108.5 0.672363068996787
111616 109 0.672322625360708
112128 109.5 0.672284771768529
112640 110 0.672248135938888
113152 110.5 0.672209685771982
113664 111 0.672167527254093
114176 111.5 0.67212369081657
114688 112 0.672082818689387
115200 112.5 0.672046906381335
115712 113 0.67201227605457
116224 113.5 0.671973508190839
116736 114 0.671930156331948
117248 114.5 0.671887537046385
117760 115 0.671850135645277
118272 115.5 0.671816106077965
118784 116 0.671780056829577
119296 116.5 0.67174015901569
119808 117 0.671700006449779
120320 117.5 0.671663261325294
120832 118 0.671628927176272
121344 118.5 0.671593461988875
121856 119 0.671555997220902
122368 119.5 0.671519153819276
122880 120 0.671484942006585
123392 120.5 0.671452077816868
123904 121 0.671418235554069
124416 121.5 0.671383437296874
124928 122 0.671349756547523
125440 122.5 0.671318299095603
125952 123 0.671287972217236
126464 123.5 0.67125735065673
126976 124 0.671226565161784
127488 124.5 0.671196755037048
